a,b,la,lb
<http://bk.sport.owl#edgar-salli>,<http://bk.sport.owl#1.fc-nuremberg-\u00A0>,"Edgar Salli"@en,"1.FC Nuremberg \u00A0"@en
<http://bk.sport.owl#nicola-dalmonte>,<http://bk.sport.owl#genoa-cfc>,"Nicola Dalmonte"@en,"Genoa CFC"@en
<http://bk.sport.owl#nicola-dalmonte>,<http://bk.sport.owl#genoa-cfc>,"nicola dalmonte"@en,"Genoa CFC"@en
<http://bk.sport.owl#jakub-zubrowski>,<http://bk.sport.owl#korona-kielce>,"Jakub Zubrowski"@en,"Korona Kielce"@en
<http://bk.sport.owl#jakub-zubrowski>,<http://bk.sport.owl#korona-kielce>,"jakub zubrowski"@en,"Korona Kielce"@en
<http://bk.sport.owl#artem-dzyuba>,<http://bk.sport.owl#zenit-st.-petersburg>,"Artem Dzyuba"@en,"Zenit St. Petersburg"@en
<http://bk.sport.owl#artem-dzyuba>,<http://bk.sport.owl#zenit-st.-petersburg>,"artem dzyuba"@en,"Zenit St. Petersburg"@en
<http://bk.sport.owl#strahinja-jovanovic>,<http://bk.sport.owl#fk-proleter-novi-sad-\u00A0>,"Strahinja Jovanovic"@en,"FK Proleter Novi Sad \u00A0"@en
<http://bk.sport.owl#valdu-te>,<http://bk.sport.owl#vit\u00F3ria-set\u00FAbal>,"valdu te"@en,"Vit\u00F3ria Set\u00FAbal FC"@en
<http://bk.sport.owl#alain-nef>,<http://bk.sport.owl#fc-z\u00FCrich>,"alain nef"@en,"FC Z\u00FCrich"@en
<http://bk.sport.owl#alain-nef>,<http://bk.sport.owl#fc-z\u00FCrich>,"Alain Nef"@en,"FC Z\u00FCrich"@en
<http://bk.sport.owl#flavio>,<http://bk.sport.owl#cd-feirense>,"flavio"@en,"CD Feirense"@en
<http://bk.sport.owl#aleksandar-katanic>,<http://bk.sport.owl#ofk-backa>,"Aleksandar Katanic"@en,"OFK Backa"@en
<http://bk.sport.owl#lyndon-dykes>,<http://bk.sport.owl#livingston-\u00A0>,"lyndon dykes"@en,"Livingston FC \u00A0"@en
<http://bk.sport.owl#mikael-soisalo>,<http://bk.sport.owl#sv-zulte-waregem>,"Mikael Soisalo"@en,"SV Zulte Waregem"@en
<http://bk.sport.owl#mikael-soisalo>,<http://bk.sport.owl#sv-zulte-waregem>,"mikael soisalo"@en,"SV Zulte Waregem"@en
<http://bk.sport.owl#vasili-pavlov>,<http://bk.sport.owl#fc-dacia-chisinau>,"Vasili Pavlov"@en,"FC Dacia Chisinau"@en
<http://bk.sport.owl#vasili-pavlov>,<http://bk.sport.owl#fc-dacia-chisinau-fc>,"Vasili Pavlov"@en,"FC Dacia Chisinau"@en
<http://bk.sport.owl#fabian-benko>,<http://bk.sport.owl#lask>,"fabian benko"@en,"LASK"@en
<http://bk.sport.owl#sasa-kalajdzic>,<http://bk.sport.owl#fc-admira-wacker-m\u00F6dling>,"Sasa Kalajdzic"@en,"FC Admira Wacker M\u00F6dling"@en
<http://bk.sport.owl#sasa-kalajdzic>,<http://bk.sport.owl#fc-admira-wacker-m\u00F6dling>,"sasa kalajdzic"@en,"FC Admira Wacker M\u00F6dling"@en
<http://bk.sport.owl#petr-pejsa>,<http://bk.sport.owl#1.fk-pribram>,"Petr Pejsa"@en,"1.FK Pribram"@en
<http://bk.sport.owl#petr-pejsa>,<http://bk.sport.owl#1.fk-pribram>,"petr pejsa"@en,"1.FK Pribram"@en
<http://bk.sport.owl#bolint-vocsei>,<http://bk.sport.owl#bologna-1909>,"Vocsei","Bologna FC 1909"@en
<http://bk.sport.owl#gabriel-paulista>,<http://bk.sport.owl#valencia-cf>,"gabriel paulista"@en,"Valencia CF"@en
<http://bk.sport.owl#gabriel-paulista>,<http://bk.sport.owl#valencia-cf>,"Gabriel Paulista"@en,"Valencia CF"@en
<http://bk.sport.owl#gabriel-paulista>,<http://bk.sport.owl#valencia-cf>,"Paulista","Valencia CF"@en
<http://bk.sport.owl#gabriel-paulista>,<http://bk.sport.owl#arsenal-fc>,"gabriel paulista"@en,"Arsenal"@en
<http://bk.sport.owl#gabriel-paulista>,<http://bk.sport.owl#arsenal-fc>,"Gabriel Paulista"@en,"Arsenal"@en
<http://bk.sport.owl#gabriel-paulista>,<http://bk.sport.owl#arsenal-fc>,"Paulista","Arsenal"@en
<http://bk.sport.owl#gabriel-paulista>,<http://bk.sport.owl#arsenal>,"gabriel paulista"@en,"Arsenal FC"@en
<http://bk.sport.owl#gabriel-paulista>,<http://bk.sport.owl#arsenal>,"gabriel paulista"@en,"Arsenal"@en
<http://bk.sport.owl#gabriel-paulista>,<http://bk.sport.owl#arsenal>,"Gabriel Paulista"@en,"Arsenal FC"@en
<http://bk.sport.owl#gabriel-paulista>,<http://bk.sport.owl#arsenal>,"Gabriel Paulista"@en,"Arsenal"@en
<http://bk.sport.owl#gabriel-paulista>,<http://bk.sport.owl#arsenal>,"Paulista","Arsenal FC"@en
<http://bk.sport.owl#gabriel-paulista>,<http://bk.sport.owl#arsenal>,"Paulista","Arsenal"@en
<http://bk.sport.owl#aslak-fonn-witry>,<http://bk.sport.owl#djurgardens-if>,"Aslak Fonn Witry"@en,"Djurgardens IF"@en
<http://bk.sport.owl#aslak-fonn-witry>,<http://bk.sport.owl#djurgardens-if>,"aslak fonn witry"@en,"Djurgardens IF"@en
<http://bk.sport.owl#rasmus-thelander>,<http://bk.sport.owl#vitesse-arnhem>,"rasmus thelander"@en,"Vitesse Arnhem"@en
<http://bk.sport.owl#rasmus-thelander>,<http://bk.sport.owl#vitesse-arnhem>,"Rasmus Thelander"@en,"Vitesse Arnhem"@en
<http://bk.sport.owl#issiar-dia>,<http://bk.sport.owl#yeni-malatyaspor>,"issiar dia"@en,"Yeni Malatyaspor"@en
<http://bk.sport.owl#issiar-dia>,<http://bk.sport.owl#yeni-malatyaspor>,"Issiar Dia"@en,"Yeni Malatyaspor"@en
<http://bk.sport.owl#issiar-dia>,<http://bk.sport.owl#yeni-malatyaspor>,"Dia","Yeni Malatyaspor"@en
<http://bk.sport.owl#giangiacomo-magnani>,<http://bk.sport.owl#us-sassuolo>,"Giangiacomo Magnani"@en,"US Sassuolo"@en
<http://bk.sport.owl#giangiacomo-magnani>,<http://bk.sport.owl#us-sassuolo>,"giangiacomo magnani"@en,"US Sassuolo"@en
<http://bk.sport.owl#david-wheater>,<http://bk.sport.owl#bolton-wanderers-fc>,"David Wheater"@en,"Bolton Wanderers"@en
<http://bk.sport.owl#david-wheater>,<http://bk.sport.owl#bolton-wanderers>,"David Wheater"@en,"Bolton Wanderers"@en
<http://bk.sport.owl#william-boaventura>,<http://bk.sport.owl#apoel>,"William Boaventura"@en,"APOEL"@en
<http://bk.sport.owl#william-boaventura>,<http://bk.sport.owl#apoel-fc>,"William Boaventura"@en,"APOEL"@en
<http://bk.sport.owl#denys-balaniuk>,<http://bk.sport.owl#arsenal-kyiv-\u00A0>,"denys balaniuk"@en,"Arsenal Kyiv \u00A0"@en
<http://bk.sport.owl#zakaria-sanogo>,<http://bk.sport.owl#tsv-hartberg-\u00A0>,"zakaria sanogo"@en,"TSV Hartberg \u00A0"@en
<http://bk.sport.owl#zakaria-sanogo>,<http://bk.sport.owl#tsv-hartberg-\u00A0>,"Zakaria Sanogo"@en,"TSV Hartberg \u00A0"@en
<http://bk.sport.owl#roko-mislov>,<http://bk.sport.owl#skn-st.-p\u00F6lten>,"roko mislov"@en,"SKN St. P\u00F6lten"@en
<http://bk.sport.owl#roko-mislov>,<http://bk.sport.owl#skn-st.-p\u00F6lten>,"Roko Mislov"@en,"SKN St. P\u00F6lten"@en
<http://bk.sport.owl#mihael-mladen>,<http://bk.sport.owl#slaven-belupo-koprivnica>,"mihael mladen"@en,"Slaven Belupo Koprivnica"@en
<http://bk.sport.owl#atsuto-uchida>,<http://bk.sport.owl#fc-schalke-04>,"Uchida","FC Schalke 04"@en
<http://bk.sport.owl#jos\u00E9-fonte>,<http://bk.sport.owl#losc-lille>,"Jos\u00E9 Fonte"@en,"LOSC Lille"@en
<http://bk.sport.owl#victor-osimhen>,<http://bk.sport.owl#rsc-charleroi>,"victor osimhen"@en,"RSC Charleroi"@en
<http://bk.sport.owl#victor-osimhen>,<http://bk.sport.owl#rsc-charleroi>,"Victor Osimhen"@en,"RSC Charleroi"@en
<http://bk.sport.owl#konstantinos-valmas>,<http://bk.sport.owl#panathinaikos-athens>,"Konstantinos Valmas"@en,"Panathinaikos Athens"@en
<http://bk.sport.owl#joso-antonio-reyes>,<http://bk.sport.owl#sevilla>,"Reyes","Sevilla FC"@en
<http://bk.sport.owl#joso-antonio-reyes>,<http://bk.sport.owl#sevilla>,"Reyes","Sevilla"@en
<http://bk.sport.owl#zlatan-ibrahimovic>,<http://bk.sport.owl#paris-saint-germain>,"Ibrahimovic","Paris Saint-Germain"@en
<http://bk.sport.owl#zlatan-ibrahimovic>,<http://bk.sport.owl#paris-saint-germain>,"Zlatan Ibrahimovic"@en,"Paris Saint-Germain"@en
<http://bk.sport.owl#emre-tasdemir>,<http://bk.sport.owl#galatasaray-sk>,"emre tasdemir"@en,"Galatasaray SK"@en
<http://bk.sport.owl#tom-adeyemi>,<http://bk.sport.owl#cardiff-city-fc>,"Tom Adeyemi"@en,"Cardiff City"@en
<http://bk.sport.owl#tom-adeyemi>,<http://bk.sport.owl#cardiff-city>,"Tom Adeyemi"@en,"Cardiff City"@en
<http://bk.sport.owl#jakob-jantscher>,<http://bk.sport.owl#sk-sturm-graz>,"jakob jantscher"@en,"SK Sturm Graz"@en
<http://bk.sport.owl#vladyslav-bugai>,<http://bk.sport.owl#fk-mariupol>,"Vladyslav Bugai"@en,"FK Mariupol"@en
<http://bk.sport.owl#sebastian-pr\u00F6dl>,<http://bk.sport.owl#watford>,"Sebastian Pr\u00F6dl"@en,"Watford FC"@en
<http://bk.sport.owl#sebastian-pr\u00F6dl>,<http://bk.sport.owl#watford>,"Sebastian Pr\u00F6dl"@en,"Watford"@en
<http://bk.sport.owl#alisson>,<http://bk.sport.owl#liverpool>,"alisson"@en,"Liverpool FC"@en
<http://bk.sport.owl#alisson>,<http://bk.sport.owl#liverpool>,"alisson"@en,"Liverpool"@en
<http://bk.sport.owl#alisson>,<http://bk.sport.owl#liverpool>,"Alisson"@en,"Liverpool FC"@en
<http://bk.sport.owl#alisson>,<http://bk.sport.owl#liverpool>,"Alisson"@en,"Liverpool"@en
<http://bk.sport.owl#jesper-boge>,<http://bk.sport.owl#hobro-ik>,"jesper boge"@en,"Hobro IK"@en
<http://bk.sport.owl#bruno-rihtar>,<http://bk.sport.owl#nk-lokomotiva-zagreb>,"Bruno Rihtar"@en,"NK Lokomotiva Zagreb"@en
<http://bk.sport.owl#nicolos-burdisso>,<http://bk.sport.owl#genoa-cfc>,"Burdisso","Genoa CFC"@en
<http://bk.sport.owl#miguel-tavares>,<http://bk.sport.owl#desportivo-aves>,"miguel tavares"@en,"Desportivo Aves"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#sv-werder-bremen>,"Yuya Osako"@en,"SV Werder Bremen"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#sv-werder-bremen>,"yuya osako"@en,"SV Werder Bremen"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#sv-werder-bremen>,"Osako","SV Werder Bremen"@en
<http://bk.sport.owl#andre-bikey-amougou>,<http://bk.sport.owl#charlton-athletic-fc>,"Andre Bikey-Amougou"@en,"Charlton Athletic"@en
<http://bk.sport.owl#andre-bikey-amougou>,<http://bk.sport.owl#charlton-athletic>,"Andre Bikey-Amougou"@en,"Charlton Athletic"@en
<http://bk.sport.owl#james-jennings>,<http://bk.sport.owl#mansfield-town-fc>,"James Jennings"@en,"Mansfield Town"@en
<http://bk.sport.owl#james-jennings>,<http://bk.sport.owl#mansfield-town>,"James Jennings"@en,"Mansfield Town"@en
<http://bk.sport.owl#serge-gnabry>,<http://bk.sport.owl#bayern-munich>,"Serge Gnabry"@en,"Bayern Munich"@en
<http://bk.sport.owl#serge-gnabry>,<http://bk.sport.owl#bayern-munich>,"serge gnabry"@en,"Bayern Munich"@en
<http://bk.sport.owl#serge-gnabry>,<http://bk.sport.owl#bayern-munich>,"Gnabry","Bayern Munich"@en
<http://bk.sport.owl#serge-gnabry>,<http://bk.sport.owl#west-bromwich-albion>,"Serge Gnabry"@en,"West Bromwich Albion"@en
<http://bk.sport.owl#serge-gnabry>,<http://bk.sport.owl#west-bromwich-albion>,"serge gnabry"@en,"West Bromwich Albion"@en
<http://bk.sport.owl#serge-gnabry>,<http://bk.sport.owl#west-bromwich-albion>,"Gnabry","West Bromwich Albion"@en
<http://bk.sport.owl#ivan-kokonov>,<http://bk.sport.owl#fk-dunav-ruse>,"Ivan Kokonov"@en,"FK Dunav Ruse"@en
<http://bk.sport.owl#goran-zakaric>,<http://bk.sport.owl#fk-partizan-belgrade>,"goran zakaric"@en,"FK Partizan Belgrade"@en
<http://bk.sport.owl#goran-zakaric>,<http://bk.sport.owl#fk-partizan-belgrade>,"Goran Zakaric"@en,"FK Partizan Belgrade"@en
<http://bk.sport.owl#tobias-hys\u00E9n>,<http://bk.sport.owl#ifk-g\u00F6teborg>,"Tobias Hys\u00E9n"@en,"IFK G\u00F6teborg"@en
<http://bk.sport.owl#eren-bilen>,<http://bk.sport.owl#g\u00F6ztepe>,"Eren Bilen"@en,"G\u00F6ztepe"@en
<http://bk.sport.owl#eren-bilen>,<http://bk.sport.owl#g\u00F6ztepe>,"eren bilen"@en,"G\u00F6ztepe"@en
<http://bk.sport.owl#christos-zervopoulos>,<http://bk.sport.owl#apollon-smyrnis>,"christos zervopoulos"@en,"Apollon Smyrnis"@en
<http://bk.sport.owl#arona-sane>,<http://bk.sport.owl#nk-istra-1961>,"arona sane"@en,"NK Istra 1961"@en
<http://bk.sport.owl#nigel-bertrams>,<http://bk.sport.owl#de-graafschap-doetinchem-\u00A0>,"nigel bertrams"@en,"De Graafschap Doetinchem \u00A0"@en
<http://bk.sport.owl#nigel-bertrams>,<http://bk.sport.owl#de-graafschap-doetinchem-\u00A0>,"Nigel Bertrams"@en,"De Graafschap Doetinchem \u00A0"@en
<http://bk.sport.owl#nigel-bertrams>,<http://bk.sport.owl#fc-nordsjaelland>,"nigel bertrams"@en,"FC Nordsjaelland"@en
<http://bk.sport.owl#nigel-bertrams>,<http://bk.sport.owl#fc-nordsjaelland>,"Nigel Bertrams"@en,"FC Nordsjaelland"@en
<http://bk.sport.owl#igor-banovic>,<http://bk.sport.owl#lokomotiv-plovdiv>,"Igor Banovic"@en,"Lokomotiv Plovdiv"@en
<http://bk.sport.owl#igor-banovic>,<http://bk.sport.owl#lokomotiv-plovdiv>,"igor banovic"@en,"Lokomotiv Plovdiv"@en
<http://bk.sport.owl#alex-telles>,<http://bk.sport.owl#fc-porto>,"alex telles"@en,"FC Porto"@en
<http://bk.sport.owl#alex-telles>,<http://bk.sport.owl#fc-porto>,"Alex Telles"@en,"FC Porto"@en
<http://bk.sport.owl#yevhen-banada>,<http://bk.sport.owl#fk-oleksandria>,"yevhen banada"@en,"FK Oleksandria"@en
<http://bk.sport.owl#souleymane-sawadogo>,<http://bk.sport.owl#apo-levadiakos>,"souleymane sawadogo"@en,"APO Levadiakos"@en
<http://bk.sport.owl#souleymane-sawadogo>,<http://bk.sport.owl#apo-levadiakos>,"Souleymane Sawadogo"@en,"APO Levadiakos"@en
<http://bk.sport.owl#igor-cagalj>,<http://bk.sport.owl#hnk-gorica-\u00A0>,"igor cagalj"@en,"HNK Gorica \u00A0"@en
<http://bk.sport.owl#igor-cagalj>,<http://bk.sport.owl#hnk-gorica-\u00A0>,"Igor Cagalj"@en,"HNK Gorica \u00A0"@en
<http://bk.sport.owl#emanuel-sakic>,<http://bk.sport.owl#atromitos-athen>,"emanuel sakic"@en,"Atromitos Athen"@en
<http://bk.sport.owl#emanuel-sakic>,<http://bk.sport.owl#atromitos-athen>,"Emanuel Sakic"@en,"Atromitos Athen"@en
<http://bk.sport.owl#oleksandr-tkachenko>,<http://bk.sport.owl#vorskla-poltava>,"oleksandr tkachenko"@en,"Vorskla Poltava"@en
<http://bk.sport.owl#oleksandr-tkachenko>,<http://bk.sport.owl#vorskla-poltava>,"Oleksandr Tkachenko"@en,"Vorskla Poltava"@en
<http://bk.sport.owl#milos-savic>,<http://bk.sport.owl#fk-macva-sabac>,"Milos Savic"@en,"FK Macva Sabac"@en
<http://bk.sport.owl#milos-savic>,<http://bk.sport.owl#fk-macva-sabac>,"milos savic"@en,"FK Macva Sabac"@en
<http://bk.sport.owl#zander-clark>,<http://bk.sport.owl#st.-johnstone>,"Zander Clark"@en,"St. Johnstone FC"@en
<http://bk.sport.owl#zander-clark>,<http://bk.sport.owl#st.-johnstone>,"zander clark"@en,"St. Johnstone FC"@en
<http://bk.sport.owl#adrien-bongiovanni>,<http://bk.sport.owl#cercle-brugge-\u00A0>,"Adrien Bongiovanni"@en,"Cercle Brugge \u00A0"@en
<http://bk.sport.owl#adrien-bongiovanni>,<http://bk.sport.owl#cercle-brugge-\u00A0>,"adrien bongiovanni"@en,"Cercle Brugge \u00A0"@en
<http://bk.sport.owl#david-luiz>,<http://bk.sport.owl#chelsea>,"David Luiz"@en,"Chelsea"@en
<http://bk.sport.owl#david-luiz>,<http://bk.sport.owl#chelsea>,"David Luiz"@en,"Chelsea FC"@en
<http://bk.sport.owl#david-luiz>,<http://bk.sport.owl#chelsea>,"david luiz"@en,"Chelsea"@en
<http://bk.sport.owl#david-luiz>,<http://bk.sport.owl#chelsea>,"david luiz"@en,"Chelsea FC"@en
<http://bk.sport.owl#david-luiz>,<http://bk.sport.owl#chelsea>,"Luiz","Chelsea"@en
<http://bk.sport.owl#david-luiz>,<http://bk.sport.owl#chelsea>,"Luiz","Chelsea FC"@en
<http://bk.sport.owl#david-luiz>,<http://bk.sport.owl#paris-saint-germain>,"David Luiz"@en,"Paris Saint-Germain"@en
<http://bk.sport.owl#david-luiz>,<http://bk.sport.owl#paris-saint-germain>,"david luiz"@en,"Paris Saint-Germain"@en
<http://bk.sport.owl#david-luiz>,<http://bk.sport.owl#paris-saint-germain>,"Luiz","Paris Saint-Germain"@en
<http://bk.sport.owl#david-luiz>,<http://bk.sport.owl#chelsea-fc>,"David Luiz"@en,"Chelsea"@en
<http://bk.sport.owl#david-luiz>,<http://bk.sport.owl#chelsea-fc>,"david luiz"@en,"Chelsea"@en
<http://bk.sport.owl#david-luiz>,<http://bk.sport.owl#chelsea-fc>,"Luiz","Chelsea"@en
<http://bk.sport.owl#manu-morlanes>,<http://bk.sport.owl#villarreal-cf>,"Manu Morlanes"@en,"Villarreal CF"@en
<http://bk.sport.owl#manu-morlanes>,<http://bk.sport.owl#villarreal-cf>,"manu morlanes"@en,"Villarreal CF"@en
<http://bk.sport.owl#emil-yanchev>,<http://bk.sport.owl#cherno-more-varna>,"emil yanchev"@en,"Cherno More Varna"@en
<http://bk.sport.owl#emil-yanchev>,<http://bk.sport.owl#cherno-more-varna>,"Emil Yanchev"@en,"Cherno More Varna"@en
<http://bk.sport.owl#christopher-dibon>,<http://bk.sport.owl#rapid-vienna>,"christopher dibon"@en,"Rapid Vienna"@en
<http://bk.sport.owl#christopher-dibon>,<http://bk.sport.owl#rapid-vienna>,"Christopher Dibon"@en,"Rapid Vienna"@en
<http://bk.sport.owl#jack-baird>,<http://bk.sport.owl#st.-mirren>,"jack baird"@en,"St. Mirren FC"@en
<http://bk.sport.owl#jack-baird>,<http://bk.sport.owl#st.-mirren>,"Jack Baird"@en,"St. Mirren FC"@en
<http://bk.sport.owl#ilhan-depe>,<http://bk.sport.owl#kasimpasa>,"Ilhan Depe"@en,"Kasimpasa"@en
<http://bk.sport.owl#ilhan-depe>,<http://bk.sport.owl#kasimpasa>,"ilhan depe"@en,"Kasimpasa"@en
<http://bk.sport.owl#alparslan-erdem>,<http://bk.sport.owl#istanbul-basaksehir>,"alparslan erdem"@en,"Istanbul Basaksehir"@en
<http://bk.sport.owl#alparslan-erdem>,<http://bk.sport.owl#istanbul-basaksehir>,"Alparslan Erdem"@en,"Istanbul Basaksehir"@en
<http://bk.sport.owl#pedro-pacheco>,<http://bk.sport.owl#fc-basel-1893>,"pedro pacheco"@en,"FC Basel 1893"@en
<http://bk.sport.owl#pedro-pacheco>,<http://bk.sport.owl#cd-santa-clara-\u00A0>,"pedro pacheco"@en,"CD Santa Clara \u00A0"@en
<http://bk.sport.owl#richard-dunne>,<http://bk.sport.owl#aston-villa-fc>,"Richard Dunne"@en,"Aston Villa"@en
<http://bk.sport.owl#richard-dunne>,<http://bk.sport.owl#aston-villa>,"Richard Dunne"@en,"Aston Villa"@en
<http://bk.sport.owl#jason-denayer>,<http://bk.sport.owl#manchester-city>,"Jason Denayer"@en,"Manchester City"@en
<http://bk.sport.owl#jason-denayer>,<http://bk.sport.owl#manchester-city>,"jason denayer"@en,"Manchester City"@en
<http://bk.sport.owl#jason-denayer>,<http://bk.sport.owl#manchester-city>,"Denayer","Manchester City"@en
<http://bk.sport.owl#jason-denayer>,<http://bk.sport.owl#olympique-lyon>,"Jason Denayer"@en,"Olympique Lyon"@en
<http://bk.sport.owl#jason-denayer>,<http://bk.sport.owl#olympique-lyon>,"jason denayer"@en,"Olympique Lyon"@en
<http://bk.sport.owl#jason-denayer>,<http://bk.sport.owl#olympique-lyon>,"Denayer","Olympique Lyon"@en
<http://bk.sport.owl#elton-monteiro>,<http://bk.sport.owl#miedz-legnica-\u00A0>,"elton monteiro"@en,"Miedz Legnica \u00A0"@en
<http://bk.sport.owl#azbe-jug>,<http://bk.sport.owl#fortuna-sittard-\u00A0>,"azbe jug"@en,"Fortuna Sittard \u00A0"@en
<http://bk.sport.owl#lucas-andersen>,<http://bk.sport.owl#aalborg-bk>,"Lucas Andersen"@en,"Aalborg BK"@en
<http://bk.sport.owl#lucas-andersen>,<http://bk.sport.owl#aalborg-bk>,"lucas andersen"@en,"Aalborg BK"@en
<http://bk.sport.owl#levan-kharabadze>,<http://bk.sport.owl#fc-z\u00FCrich>,"levan kharabadze"@en,"FC Z\u00FCrich"@en
<http://bk.sport.owl#iv\u00E1n-cu\u00E9llar>,<http://bk.sport.owl#cd-legan\u00E9s>,"Iv\u00E1n Cu\u00E9llar"@en,"CD Legan\u00E9s"@en
<http://bk.sport.owl#roy-beerens>,<http://bk.sport.owl#vitesse-arnhem>,"Roy Beerens"@en,"Vitesse Arnhem"@en
<http://bk.sport.owl#roy-beerens>,<http://bk.sport.owl#vitesse-arnhem>,"roy beerens"@en,"Vitesse Arnhem"@en
<http://bk.sport.owl#roy-beerens>,<http://bk.sport.owl#vitesse-arnhem>,"Beerens","Vitesse Arnhem"@en
<http://bk.sport.owl#roy-beerens>,<http://bk.sport.owl#hertha-bsc>,"Roy Beerens"@en,"Hertha BSC"@en
<http://bk.sport.owl#roy-beerens>,<http://bk.sport.owl#hertha-bsc>,"roy beerens"@en,"Hertha BSC"@en
<http://bk.sport.owl#roy-beerens>,<http://bk.sport.owl#hertha-bsc>,"Beerens","Hertha BSC"@en
<http://bk.sport.owl#jakob-johansson>,<http://bk.sport.owl#stade-rennais>,"jakob johansson"@en,"Stade Rennais FC"@en
<http://bk.sport.owl#aleksa-markovic>,<http://bk.sport.owl#fk-zemun>,"Aleksa Markovic"@en,"FK Zemun"@en
<http://bk.sport.owl#andy-delort>,<http://bk.sport.owl#hsc-montpellier>,"andy delort"@en,"HSC Montpellier"@en
<http://bk.sport.owl#andy-delort>,<http://bk.sport.owl#hsc-montpellier>,"Delort","HSC Montpellier"@en
<http://bk.sport.owl#andy-delort>,<http://bk.sport.owl#sm-caen>,"andy delort"@en,"SM Caen"@en
<http://bk.sport.owl#andy-delort>,<http://bk.sport.owl#sm-caen>,"Delort","SM Caen"@en
<http://bk.sport.owl#joselu>,<http://bk.sport.owl#stoke-city>,"joselu"@en,"Stoke City"@en
<http://bk.sport.owl#joselu>,<http://bk.sport.owl#stoke-city>,"Joselu"@en,"Stoke City"@en
<http://bk.sport.owl#joselu>,<http://bk.sport.owl#stoke-city>,"Joselu","Stoke City"@en
<http://bk.sport.owl#joselu>,<http://bk.sport.owl#newcastle-united>,"joselu"@en,"Newcastle United"@en
<http://bk.sport.owl#joselu>,<http://bk.sport.owl#newcastle-united>,"Joselu"@en,"Newcastle United"@en
<http://bk.sport.owl#joselu>,<http://bk.sport.owl#newcastle-united>,"Joselu","Newcastle United"@en
<http://bk.sport.owl#alexander-b\u00FCttner>,<http://bk.sport.owl#vitesse-arnhem>,"Alexander B\u00FCttner"@en,"Vitesse Arnhem"@en
<http://bk.sport.owl#alfred-gomis>,<http://bk.sport.owl#spal>,"Alfred Gomis"@en,"SPAL"@en
<http://bk.sport.owl#alfred-gomis>,<http://bk.sport.owl#spal>,"alfred gomis"@en,"SPAL"@en
<http://bk.sport.owl#adel-gafaiti>,<http://bk.sport.owl#norwich-city>,"Adel Gafaiti"@en,"Norwich City"@en
<http://bk.sport.owl#adel-gafaiti>,<http://bk.sport.owl#norwich-city-fc>,"Adel Gafaiti"@en,"Norwich City"@en
<http://bk.sport.owl#clement-libertiaux>,<http://bk.sport.owl#royal-excel-mouscron>,"clement libertiaux"@en,"Royal Excel Mouscron"@en
<http://bk.sport.owl#nikola-andric>,<http://bk.sport.owl#fk-mladost-lucani>,"Nikola Andric"@en,"FK Mladost Lucani"@en
<http://bk.sport.owl#nikola-andric>,<http://bk.sport.owl#fk-mladost-lucani>,"nikola andric"@en,"FK Mladost Lucani"@en
<http://bk.sport.owl#moi-gomez>,<http://bk.sport.owl#sd-huesca-\u00A0>,"moi gomez"@en,"SD Huesca \u00A0"@en
<http://bk.sport.owl#moi-gomez>,<http://bk.sport.owl#sd-huesca-\u00A0>,"Gomez","SD Huesca \u00A0"@en
<http://bk.sport.owl#moi-gomez>,<http://bk.sport.owl#getafe-cf>,"moi gomez"@en,"Getafe CF"@en
<http://bk.sport.owl#moi-gomez>,<http://bk.sport.owl#getafe-cf>,"Gomez","Getafe CF"@en
<http://bk.sport.owl#enes-dolovac>,<http://bk.sport.owl#pas-giannina>,"enes dolovac"@en,"PAS Giannina"@en
<http://bk.sport.owl#enes-dolovac>,<http://bk.sport.owl#pas-giannina>,"Enes Dolovac"@en,"PAS Giannina"@en
<http://bk.sport.owl#aleksandre-kobakhidze>,<http://bk.sport.owl#vorskla-poltava>,"Aleksandre Kobakhidze"@en,"Vorskla Poltava"@en
<http://bk.sport.owl#aleksandre-kobakhidze>,<http://bk.sport.owl#vorskla-poltava>,"aleksandre kobakhidze"@en,"Vorskla Poltava"@en
<http://bk.sport.owl#cornel-rapa>,<http://bk.sport.owl#cracovia-krak\u00F3w>,"Cornel Rapa"@en,"Cracovia Krak\u00F3w"@en
<http://bk.sport.owl#cornel-rapa>,<http://bk.sport.owl#cracovia-krak\u00F3w>,"cornel rapa"@en,"Cracovia Krak\u00F3w"@en
<http://bk.sport.owl#gianluca-nijholt>,<http://bk.sport.owl#nac-breda>,"Gianluca Nijholt"@en,"NAC Breda"@en
<http://bk.sport.owl#gianluca-nijholt>,<http://bk.sport.owl#nac-breda>,"gianluca nijholt"@en,"NAC Breda"@en
<http://bk.sport.owl#dominique-heintz>,<http://bk.sport.owl#sc-freiburg>,"dominique heintz"@en,"SC Freiburg"@en
<http://bk.sport.owl#dominique-heintz>,<http://bk.sport.owl#sc-freiburg>,"Dominique Heintz"@en,"SC Freiburg"@en
