a,la
<http://bk.sport.owl#danny-ward>,"danny ward"@en
<http://bk.sport.owl#danny-ward>,"Danny Ward"@en
<http://bk.sport.owl#anfield-stadium>,"Anfield"@en
<http://bk.sport.owl#patrick-bamford>,"Patrick Bamford"@en
<http://bk.sport.owl#patrick-bamford>,"Bamford"
<http://bk.sport.owl#marcos-alonso>,"Marcos Alonso"@en
<http://bk.sport.owl#marcos-alonso>,"marcos alonso"@en
<http://bk.sport.owl#marcos-alonso>,"Alonso"
<http://bk.sport.owl#craig-noone>,"Craig Noone"@en
<http://bk.sport.owl#george-thorne>,"George Thorne"@en
<http://bk.sport.owl#josue>,"josue"@en
<http://bk.sport.owl#ibai-gomez>,"ibai gomez"@en
<http://bk.sport.owl#ibai-gomez>,"Gomez"
<http://bk.sport.owl#chris-brunt>,"Chris Brunt"@en
<http://bk.sport.owl#chris-brunt>,"Brunt"
<http://bk.sport.owl#stephan-el-shaarawy>,"stephan el shaarawy"@en
<http://bk.sport.owl#stephan-el-shaarawy>,"Stephan El Shaarawy"@en
<http://bk.sport.owl#stephan-el-shaarawy>,"Shaarawy"
<http://bk.sport.owl#felipe-anderson>,"Felipe Anderson"@en
<http://bk.sport.owl#felipe-anderson>,"felipe anderson"@en
<http://bk.sport.owl#felipe-anderson>,"Anderson"
<http://bk.sport.owl#ricardo-kishna>,"Ricardo Kishna"@en
<http://bk.sport.owl#ricardo-kishna>,"ricardo kishna"@en
<http://bk.sport.owl#ricardo-kishna>,"Kishna"
<http://bk.sport.owl#robert-lewandowski>,"Lewandowski"
<http://bk.sport.owl#robert-lewandowski>,"Robert Lewandowski"@en
<http://bk.sport.owl#robert-lewandowski>,"robert lewandowski"@en
<http://bk.sport.owl#tottenham-hotspur-fc>,"Tottenham Hotspur"@en
<http://bk.sport.owl#kenneth-zohore>,"kenneth zohore"@en
<http://bk.sport.owl#kenneth-zohore>,"Kenneth Zohore"@en
<http://bk.sport.owl#james-forrest>,"James Forrest"@en
<http://bk.sport.owl#james-forrest>,"james forrest"@en
<http://bk.sport.owl#wilfred-ndidi>,"Wilfred Ndidi"@en
<http://bk.sport.owl#wilfred-ndidi>,"wilfred ndidi"@en
<http://bk.sport.owl#stadio-san-paolo-football-stadium>,"Stadio San Paolo"@en
<http://bk.sport.owl#la-liga-fc>,"La Liga"@en
<http://bk.sport.owl#sergio-canales>,"Sergio Canales"@en
<http://bk.sport.owl#sergio-canales>,"sergio canales"@en
<http://bk.sport.owl#sergio-canales>,"Canales"
<http://bk.sport.owl#elias>,"Elias"@en
<http://bk.sport.owl#angelo-da-costa>,"angelo da costa"@en
<http://bk.sport.owl#angelo-da-costa>,"Costa"
<http://bk.sport.owl#mario-lemina>,"Mario Lemina"@en
<http://bk.sport.owl#mario-lemina>,"mario lemina"@en
<http://bk.sport.owl#mario-lemina>,"Lemina"
<http://bk.sport.owl#bernd-leno>,"Bernd Leno"@en
<http://bk.sport.owl#bernd-leno>,"bernd leno"@en
<http://bk.sport.owl#bernd-leno>,"Leno"
<http://bk.sport.owl#dani-alves>,"Dani Alves"@en
<http://bk.sport.owl#dani-alves>,"dani alves"@en
<http://bk.sport.owl#dani-alves>,"Alves"
<http://bk.sport.owl#joey-barton>,"Joey Barton"@en
<http://bk.sport.owl#lucas-torreira>,"lucas torreira"@en
<http://bk.sport.owl#lucas-torreira>,"Lucas Torreira"@en
<http://bk.sport.owl#tyrone-mings>,"Tyrone Mings"@en
<http://bk.sport.owl#tyrone-mings>,"Mings"
<http://bk.sport.owl#german-lux>,"German Lux"@en
<http://bk.sport.owl#mathieu-valbuena>,"mathieu valbuena"@en
<http://bk.sport.owl#mathieu-valbuena>,"Mathieu Valbuena"@en
<http://bk.sport.owl#mathieu-valbuena>,"Valbuena"
<http://bk.sport.owl#frank-lampard>,"Frank Lampard"@en
<http://bk.sport.owl#paco-alcacer>,"paco alcacer"@en
<http://bk.sport.owl#dion-malone>,"dion malone"@en
<http://bk.sport.owl#dion-malone>,"Dion Malone"@en
<http://bk.sport.owl#notts-county-fc>,"Notts County"@en
<http://bk.sport.owl#alex-pritchard>,"Alex Pritchard"@en
<http://bk.sport.owl#alex-pritchard>,"alex pritchard"@en
<http://bk.sport.owl#alex-pritchard>,"Pritchard"
<http://bk.sport.owl#millwall-fc>,"Millwall"@en
<http://bk.sport.owl#konstantinos-manolas>,"konstantinos manolas"@en
<http://bk.sport.owl#konstantinos-manolas>,"Konstantinos Manolas"@en
<http://bk.sport.owl#konstantinos-manolas>,"Manolas"
<http://bk.sport.owl#ronny-rodelin>,"Ronny Rodelin"@en
<http://bk.sport.owl#ronny-rodelin>,"ronny rodelin"@en
<http://bk.sport.owl#ronny-rodelin>,"Rodelin"
<http://bk.sport.owl#maxwell>,"maxwell"@en
<http://bk.sport.owl#maxwell>,"Maxwell"@en
<http://bk.sport.owl#maxwell>,"Maxwell"
<http://bk.sport.owl#dutchman-fc>,"Dutchman"@en
<http://bk.sport.owl#jorge>,"Jorge"@en
<http://bk.sport.owl#jorge>,"jorge"@en
<http://bk.sport.owl#lucas-paqueta>,"lucas paqueta"@en
<http://bk.sport.owl#massimiliano-allegri>,"Massimiliano Allegri"
<http://bk.sport.owl#massimiliano-allegri>,"Massimiliano Allegri"@en
<http://bk.sport.owl#gervinho>,"gervinho"@en
<http://bk.sport.owl#gervinho>,"Gervinho"@en
<http://bk.sport.owl#gervinho>,"Gervinho"
<http://bk.sport.owl#ryan-giggs>,"Ryan Giggs"@en
<http://bk.sport.owl#alberto-bueno>,"alberto bueno"@en
<http://bk.sport.owl#manchester-city-fc>,"Manchester City"@en
<http://bk.sport.owl#joel-matip>,"Joel Matip"@en
<http://bk.sport.owl#joel-matip>,"joel matip"@en
<http://bk.sport.owl#joel-matip>,"Matip"
<http://bk.sport.owl#ousmane-dembele>,"ousmane dembele"@en
<http://bk.sport.owl#rene>,"rene"@en
<http://bk.sport.owl#mark-ridgers>,"Mark Ridgers"@en
<http://bk.sport.owl#mk-dons>,"MK Dons"@en
<http://bk.sport.owl#craig-tanner>,"craig tanner"@en
<http://bk.sport.owl#craig-tanner>,"Craig Tanner"@en
<http://bk.sport.owl#jose-fonte>,"jose fonte"@en
<http://bk.sport.owl#kevin-mcdonald>,"kevin mcdonald"@en
<http://bk.sport.owl#kevin-mcdonald>,"Kevin McDonald"@en
<http://bk.sport.owl#ricardo-quaresma>,"ricardo quaresma"@en
<http://bk.sport.owl#ricardo-quaresma>,"Ricardo Quaresma"@en
<http://bk.sport.owl#hugo>,"Hugo"@en
<http://bk.sport.owl#nemanja-vidic>,"Nemanja Vidic"@en
<http://bk.sport.owl#nathaniel-clyne>,"Nathaniel Clyne"@en
<http://bk.sport.owl#nathaniel-clyne>,"nathaniel clyne"@en
<http://bk.sport.owl#nathaniel-clyne>,"Clyne"
<http://bk.sport.owl#crystal-palace-fc>,"Crystal Palace"@en
<http://bk.sport.owl#gedson-fernandes>,"gedson fernandes"@en
<http://bk.sport.owl#gedson-fernandes>,"Gedson Fernandes"@en
<http://bk.sport.owl#watford-fc>,"Watford"@en
<http://bk.sport.owl#walter-mazzarri>,"Walter Mazzarri"
<http://bk.sport.owl#walter-mazzarri>,"Walter Mazzarri"@en
<http://bk.sport.owl#ruben>,"ruben"@en
<http://bk.sport.owl#fc-bayern-munich>,"FC Bayern Munich"@en
<http://bk.sport.owl#sullay-kaikai>,"sullay kaikai"@en
<http://bk.sport.owl#sullay-kaikai>,"Sullay Kaikai"@en
<http://bk.sport.owl#mahamadou-dembele>,"mahamadou dembele"@en
<http://bk.sport.owl#louis-saha>,"Louis Saha"@en
<http://bk.sport.owl#dortmund>,"Dortmund"@en
<http://bk.sport.owl#edimilson-fernandes>,"edimilson fernandes"@en
<http://bk.sport.owl#edimilson-fernandes>,"Edimilson Fernandes"@en
<http://bk.sport.owl#leo>,"leo"@en
<http://bk.sport.owl#david-stockdale>,"David Stockdale"@en
<http://bk.sport.owl#layvin-kurzawa>,"Layvin Kurzawa"@en
<http://bk.sport.owl#layvin-kurzawa>,"layvin kurzawa"@en
<http://bk.sport.owl#layvin-kurzawa>,"Kurzawa"
<http://bk.sport.owl#arsenal-fc>,"Arsenal"@en
<http://bk.sport.owl#jeremy-mathieu>,"jeremy mathieu"@en
<http://bk.sport.owl#jason-steele>,"jason steele"@en
<http://bk.sport.owl#jason-steele>,"Jason Steele"@en
<http://bk.sport.owl#ivan-perisic>,"ivan perisic"@en
<http://bk.sport.owl#ivan-perisic>,"Ivan Perisic"@en
<http://bk.sport.owl#ivan-perisic>,"Ivan Peri\u00C5\u00A1ic"@en
<http://bk.sport.owl#ivan-perisic>,"Perisic"
<http://bk.sport.owl#amsterdam-arena-football-stadium>,"Amsterdam Arena"@en
<http://bk.sport.owl#ac-milan>,"AC Milan"@en
<http://bk.sport.owl#michael-kightly>,"Michael Kightly"@en
<http://bk.sport.owl#pernambuco>,"pernambuco"@en
<http://bk.sport.owl#jon-mclaughlin>,"Jon McLaughlin"@en
<http://bk.sport.owl#phil-jones>,"phil jones"@en
<http://bk.sport.owl#phil-jones>,"Phil Jones"@en
<http://bk.sport.owl#phil-jones>,"Jones"
<http://bk.sport.owl#yann-m-vila>,"Yann MVila"@en
<http://bk.sport.owl#yann-m-vila>,"M'Vila"
<http://bk.sport.owl#tom-rogic>,"Tom Rogic"@en
<http://bk.sport.owl#tom-rogic>,"tom rogic"@en
<http://bk.sport.owl#jazz-richards>,"Jazz Richards"@en
<http://bk.sport.owl#jazz-richards>,"jazz richards"@en
<http://bk.sport.owl#etrit-berisha>,"etrit berisha"@en
<http://bk.sport.owl#etrit-berisha>,"Berisha"
<http://bk.sport.owl#asmir-begovic>,"Asmir Begovic"@en
<http://bk.sport.owl#asmir-begovic>,"asmir begovic"@en
<http://bk.sport.owl#asmir-begovic>,"Begovic"
<http://bk.sport.owl#southampton>,"Southampton"@en
<http://bk.sport.owl#southampton>,"Southampton FC"@en
<http://bk.sport.owl#hull-city>,"Hull City"@en
<http://bk.sport.owl#leyton-orient-fc>,"Leyton Orient"@en
<http://bk.sport.owl#ca-osasuna>,"CA Osasuna"@en
<http://bk.sport.owl#kelechi-iheanacho>,"Kelechi Iheanacho"@en
<http://bk.sport.owl#kelechi-iheanacho>,"kelechi iheanacho"@en
<http://bk.sport.owl#kelechi-iheanacho>,"Iheanacho"
<http://bk.sport.owl#danny-welbeck>,"danny welbeck"@en
<http://bk.sport.owl#danny-welbeck>,"Danny Welbeck"@en
<http://bk.sport.owl#danny-welbeck>,"Welbeck"
<http://bk.sport.owl#valere-germain>,"valere germain"@en
<http://bk.sport.owl#ryan-sessegnon>,"ryan sessegnon"@en
<http://bk.sport.owl#ryan-sessegnon>,"Ryan Sessegnon"@en
<http://bk.sport.owl#lukasz-fabianski>,"lukasz fabianski"@en
<http://bk.sport.owl#lukasz-fabianski>,"Lukasz Fabianski"@en
<http://bk.sport.owl#lukasz-fabianski>,"Fabianski"
<http://bk.sport.owl#mestalla-stadium>,"Mestalla"@en
<http://bk.sport.owl#clint-dempsey>,"Clint Dempsey"@en
<http://bk.sport.owl#river-plate>,"River Plate"@en
<http://bk.sport.owl#younes-kaboul>,"Younes Kaboul"@en
<http://bk.sport.owl#raphael-guerreiro>,"raphael guerreiro"@en
<http://bk.sport.owl#the-welsh-beagle-fc>,"Clwb Ifor Bach"@en
<http://bk.sport.owl#bernardo-espinosa>,"Bernardo Espinosa"@en
<http://bk.sport.owl#bernardo-espinosa>,"bernardo espinosa"@en
<http://bk.sport.owl#bernardo-espinosa>,"Espinosa"
<http://bk.sport.owl#sassuolo>,"Sassuolo"@en
<http://bk.sport.owl#bayer-leverkusen>,"Bayer Leverkusen"@en
<http://bk.sport.owl#matej-vydra>,"Matej Vydra"@en
<http://bk.sport.owl#matej-vydra>,"matej vydra"@en
<http://bk.sport.owl#matej-vydra>,"Vydra"
<http://bk.sport.owl#lucas-digne>,"lucas digne"@en
<http://bk.sport.owl#lucas-digne>,"Lucas Digne"@en
<http://bk.sport.owl#lucas-digne>,"Digne"
<http://bk.sport.owl#nicolas-gaitan>,"Nicolas Gaitan"@en
<http://bk.sport.owl#scott-dann>,"scott dann"@en
<http://bk.sport.owl#scott-dann>,"Scott Dann"@en
<http://bk.sport.owl#scott-dann>,"Dann"
<http://bk.sport.owl#eric-maxim-choupo-moting>,"Choupo-Moting"
<http://bk.sport.owl#eric-maxim-choupo-moting>,"eric maxim choupo moting"@en
<http://bk.sport.owl#eric-maxim-choupo-moting>,"Eric Maxim Choupo-Moting"@en
<http://bk.sport.owl#riyad-mahrez>,"Riyad Mahrez"@en
<http://bk.sport.owl#riyad-mahrez>,"riyad mahrez"@en
<http://bk.sport.owl#riyad-mahrez>,"Mahrez"
<http://bk.sport.owl#tim-fosu-mensah>,"tim fosu mensah"@en
<http://bk.sport.owl#tim-fosu-mensah>,"Tim Fosu-Mensah"@en
<http://bk.sport.owl#carrow-road-football-stadium>,"Carrow Road"@en
<http://bk.sport.owl#phil-neville>,"Phil Neville"@en
<http://bk.sport.owl#roberto-mancini>,"Roberto Mancini"@en
<http://bk.sport.owl#pepe-reina>,"Pepe Reina"@en
<http://bk.sport.owl#pepe-reina>,"pepe reina"@en
<http://bk.sport.owl#pepe-reina>,"Reina"
<http://bk.sport.owl#ahmed-elmohamady>,"Ahmed Elmohamady"@en
<http://bk.sport.owl#gabriel-obertan>,"gabriel obertan"@en
<http://bk.sport.owl#gabriel-obertan>,"Gabriel Obertan"@en
<http://bk.sport.owl#gabriel-obertan>,"Obertan"
<http://bk.sport.owl#adnan-januzaj>,"adnan januzaj"@en
<http://bk.sport.owl#adnan-januzaj>,"Adnan Januzaj"@en
<http://bk.sport.owl#adnan-januzaj>,"Januzaj"
<http://bk.sport.owl#sergi-roberto>,"sergi roberto"@en
<http://bk.sport.owl#sergi-roberto>,"Sergi Roberto"@en
<http://bk.sport.owl#sergi-roberto>,"Roberto"
<http://bk.sport.owl#andriy-yarmolenko>,"Andriy Yarmolenko"@en
<http://bk.sport.owl#angelo-ogbonna>,"angelo ogbonna"@en
<http://bk.sport.owl#angelo-ogbonna>,"Angelo Ogbonna"@en
<http://bk.sport.owl#angelo-ogbonna>,"Ogbonna"
<http://bk.sport.owl#gaston-ramirez>,"gaston ramirez"@en
<http://bk.sport.owl#jeison-murillo>,"jeison murillo"@en
<http://bk.sport.owl#jeison-murillo>,"Jeison Murillo"@en
<http://bk.sport.owl#jeison-murillo>,"Murillo"
<http://bk.sport.owl#jake-clarke-salter>,"jake clarke salter"@en
<http://bk.sport.owl#jake-clarke-salter>,"Jake Clarke-Salter"@en
<http://bk.sport.owl#amsterdamsche-football-club-ajax>,"Amsterdamsche Football Club Ajax"@en
<http://bk.sport.owl#stefano-sensi>,"Stefano Sensi"@en
<http://bk.sport.owl#stefano-sensi>,"stefano sensi"@en
<http://bk.sport.owl#tim-cahill>,"Tim Cahill"@en
<http://bk.sport.owl#naby-keita>,"naby keita"@en
<http://bk.sport.owl#allan-mcgregor>,"Allan McGregor"@en
<http://bk.sport.owl#allan-mcgregor>,"allan mcgregor"@en
<http://bk.sport.owl#blackpool>,"Blackpool"@en
<http://bk.sport.owl#newcastle>,"Newcastle"@en
<http://bk.sport.owl#nacho>,"Nacho"@en
<http://bk.sport.owl#nacho>,"nacho"@en
<http://bk.sport.owl#parc-des-princes-stadium>,"Parc des Princes"@en
<http://bk.sport.owl#dean-whitehead>,"Dean Whitehead"@en
<http://bk.sport.owl#derrick-williams>,"Derrick Williams"@en
<http://bk.sport.owl#borussia-monchengladbach-fc>,"Borussia Monchengladbach"@en
<http://bk.sport.owl#dan-crowley>,"dan crowley"@en
<http://bk.sport.owl#dan-crowley>,"Dan Crowley"@en
<http://bk.sport.owl#lex-immers>,"lex immers"@en
<http://bk.sport.owl#lex-immers>,"Lex Immers"@en
<http://bk.sport.owl#gerard-pique>,"Gerard Pique"@en
<http://bk.sport.owl#gerard-pique>,"gerard pique"@en
<http://bk.sport.owl#gerard-pique>,"Gerard Piqu\u00C3\u00A9"@en
<http://bk.sport.owl#napoli-fc>,"Napoli fc"@en
<http://bk.sport.owl#jamie-paterson>,"Jamie Paterson"@en
<http://bk.sport.owl#munir-el-haddadi>,"munir el haddadi"@en
<http://bk.sport.owl#munir-el-haddadi>,"Munir El Haddadi"@en
<http://bk.sport.owl#munir-el-haddadi>,"Haddadi"
<http://bk.sport.owl#philippe-coutinho>,"Philippe Coutinho"@en
<http://bk.sport.owl#philippe-coutinho>,"philippe coutinho"@en
<http://bk.sport.owl#matteo-darmian>,"matteo darmian"@en
<http://bk.sport.owl#matteo-darmian>,"Matteo Darmian"@en
<http://bk.sport.owl#matteo-darmian>,"Darmian"
<http://bk.sport.owl#geoffrey-kondogbia>,"Geoffrey Kondogbia"@en
<http://bk.sport.owl#geoffrey-kondogbia>,"geoffrey kondogbia"@en
<http://bk.sport.owl#geoffrey-kondogbia>,"Kondogbia"
<http://bk.sport.owl#paulinho>,"paulinho"@en
<http://bk.sport.owl#paulinho>,"Paulinho"@en
<http://bk.sport.owl#guillermo>,"Guillermo"@en
<http://bk.sport.owl#ea-guingamp>,"EA Guingamp"@en
<http://bk.sport.owl#alfredo-morales>,"alfredo morales"@en
<http://bk.sport.owl#alfredo-morales>,"Alfredo Morales"@en
<http://bk.sport.owl#alfredo-morales>,"Morales"
<http://bk.sport.owl#fraizer-campbell>,"Fraizer Campbell"@en
<http://bk.sport.owl#fraizer-campbell>,"Campbell"
<http://bk.sport.owl#jan-vertonghen>,"jan vertonghen"@en
<http://bk.sport.owl#jan-vertonghen>,"Jan Vertonghen"@en
<http://bk.sport.owl#jan-vertonghen>,"Vertonghen"
<http://bk.sport.owl#anuar>,"anuar"@en
<http://bk.sport.owl#andre-ayew>,"andre ayew"@en
<http://bk.sport.owl#javi-martinez>,"javi martinez"@en
<http://bk.sport.owl#javi-martinez>,"Javi Martinez"@en
<http://bk.sport.owl#sebastian-larsson>,"sebastian larsson"@en
<http://bk.sport.owl#sebastian-larsson>,"Sebastian Larsson"@en
<http://bk.sport.owl#sebastian-larsson>,"Larsson"
<http://bk.sport.owl#white-hart-lane-football-stadium>,"White Hart Lane"@en
<http://bk.sport.owl#porto>,"Porto"@en
<http://bk.sport.owl#kirk-broadfoot>,"Kirk Broadfoot"@en
<http://bk.sport.owl#kirk-broadfoot>,"kirk broadfoot"@en
<http://bk.sport.owl#anderlecht>,"Anderlecht"@en
<http://bk.sport.owl#united-kingdom-country>,"United Kingdom"@en
<http://bk.sport.owl#alfie-mawson>,"Alfie Mawson"@en
<http://bk.sport.owl#alfie-mawson>,"alfie mawson"@en
<http://bk.sport.owl#james-milner>,"james milner"@en
<http://bk.sport.owl#james-milner>,"James Milner"@en
<http://bk.sport.owl#james-milner>,"Milner"
<http://bk.sport.owl#sebastian-kehl>,"Sebastian Kehl"@en
<http://bk.sport.owl#juventus-fc>,"Juventus"@en
<http://bk.sport.owl#robbie-neilson>,"Robbie Neilson"@en
<http://bk.sport.owl#wayne-hennessey>,"Wayne Hennessey"@en
<http://bk.sport.owl#wayne-hennessey>,"wayne hennessey"@en
<http://bk.sport.owl#wayne-hennessey>,"Hennessey"
<http://bk.sport.owl#riza-durmisi>,"riza durmisi"@en
<http://bk.sport.owl#riza-durmisi>,"Riza Durmisi"@en
<http://bk.sport.owl#dominic-solanke>,"dominic solanke"@en
<http://bk.sport.owl#dominic-solanke>,"Dominic Solanke"@en
<http://bk.sport.owl#rodri>,"Rodri"@en
<http://bk.sport.owl#ronaldo-vieira>,"ronaldo vieira"@en
<http://bk.sport.owl#ronaldo-vieira>,"Ronaldo Vieira"@en
<http://bk.sport.owl#george-thomas>,"George Thomas"@en
<http://bk.sport.owl#jamaal-lascelles>,"Jamaal Lascelles"@en
<http://bk.sport.owl#jamaal-lascelles>,"jamaal lascelles"@en
<http://bk.sport.owl#jamaal-lascelles>,"Lascelles"
<http://bk.sport.owl#bastos>,"bastos"@en
<http://bk.sport.owl#bastos>,"Bastos"@en
<http://bk.sport.owl#billy-jones>,"Billy Jones"@en
<http://bk.sport.owl#billy-jones>,"Jones"
<http://bk.sport.owl#adriano-galliani>,"Adriano Galliani"@en
<http://bk.sport.owl#keylor-navas>,"keylor navas"@en
<http://bk.sport.owl#keylor-navas>,"Keylor Navas"@en
<http://bk.sport.owl#keylor-navas>,"Navas"
<http://bk.sport.owl#red-star-belgrade>,"Red Star Belgrade"@en
<http://bk.sport.owl#heart-of-midlothian-fc>,"Heart of Midlothian"@en
<http://bk.sport.owl#dwight-gayle>,"Dwight Gayle"@en
<http://bk.sport.owl#dwight-gayle>,"Gayle"
<http://bk.sport.owl#massimo-luongo>,"Massimo Luongo"@en
<http://bk.sport.owl#jamie-murphy>,"Jamie Murphy"@en
<http://bk.sport.owl#jamie-murphy>,"jamie murphy"@en
<http://bk.sport.owl#adlene-guedioura>,"Adlene Guedioura"@en
<http://bk.sport.owl#thomas-meunier>,"thomas meunier"@en
<http://bk.sport.owl#thomas-meunier>,"Thomas Meunier"@en
<http://bk.sport.owl#james-vaughan>,"James Vaughan"@en
<http://bk.sport.owl#hoffenheim>,"Hoffenheim"@en
<http://bk.sport.owl#manchester-united-fc>,"Manchester United"@en
<http://bk.sport.owl#mariano>,"Mariano"@en
<http://bk.sport.owl#mariano>,"mariano"@en
<http://bk.sport.owl#mariano>,"Mariano"
<http://bk.sport.owl#francois-zoko>,"Francois Zoko"@en
<http://bk.sport.owl#matt-tootle>,"Matt Tootle"@en
<http://bk.sport.owl#emanuele-giaccherini>,"Giaccherini"
<http://bk.sport.owl#emanuele-giaccherini>,"emanuele giaccherini"@en
<http://bk.sport.owl#emanuele-giaccherini>,"Emanuele Giaccherini"@en
<http://bk.sport.owl#huddersfield-town>,"Huddersfield Town"@en
<http://bk.sport.owl#stephane-ruffier>,"stephane ruffier"@en
<http://bk.sport.owl#dean-cox>,"Dean Cox"@en
<http://bk.sport.owl#fernando-torres>,"Fernando Torres"@en
<http://bk.sport.owl#fernando-torres>,"Torres"
<http://bk.sport.owl#mame-biram-diouf>,"Mame Biram Diouf"@en
<http://bk.sport.owl#rochdale>,"Rochdale"@en
<http://bk.sport.owl#james-mcarthur>,"James McArthur"@en
<http://bk.sport.owl#james-mcarthur>,"james mcarthur"@en
<http://bk.sport.owl#james-mcarthur>,"McArthur"
<http://bk.sport.owl#barnsley>,"Barnsley"@en
<http://bk.sport.owl#jonny-evans>,"Jonny Evans"@en
<http://bk.sport.owl#jonny-evans>,"jonny evans"@en
<http://bk.sport.owl#jonny-evans>,"Evans"
<http://bk.sport.owl#raheem-sterling>,"raheem sterling"@en
<http://bk.sport.owl#raheem-sterling>,"Raheem Sterling"@en
<http://bk.sport.owl#raheem-sterling>,"Sterling"
<http://bk.sport.owl#paul-baysse>,"paul baysse"@en
<http://bk.sport.owl#paul-baysse>,"Paul Baysse"@en
<http://bk.sport.owl#paul-baysse>,"Baysse"
<http://bk.sport.owl#kaka>,"kaka"@en
<http://bk.sport.owl#kaka>,"Kaka"@en
<http://bk.sport.owl#ola-john>,"ola john"@en
<http://bk.sport.owl#ola-john>,"Ola John"@en
<http://bk.sport.owl#wesley-sneijder>,"Wesley Sneijder"@en
<http://bk.sport.owl#estadio-nacional-football-stadium>,"Est\u00E1dio Nacional"@en
<http://bk.sport.owl#utrecht-fc>,"Utrecht"@en
<http://bk.sport.owl#demarai-gray>,"Demarai Gray"@en
<http://bk.sport.owl#demarai-gray>,"demarai gray"@en
<http://bk.sport.owl#romain-alessandrini>,"Alessandrini"
<http://bk.sport.owl#romain-alessandrini>,"Romain Alessandrini"@en
<http://bk.sport.owl#st-james-park-football-stadium>,"St James' Park"@en
<http://bk.sport.owl#st-james-park-football-stadium>,"St. James' Park"@en
<http://bk.sport.owl#harry-maguire>,"harry maguire"@en
<http://bk.sport.owl#harry-maguire>,"Harry Maguire"@en
<http://bk.sport.owl#tim-ream>,"tim ream"@en
<http://bk.sport.owl#tim-ream>,"Tim Ream"@en
<http://bk.sport.owl#luisinho>,"Luisinho"@en
<http://bk.sport.owl#luisinho>,"luisinho"@en
<http://bk.sport.owl#luisinho>,"Luisinho"
<http://bk.sport.owl#pablo>,"pablo"@en
<http://bk.sport.owl#pablo>,"Pablo"@en
<http://bk.sport.owl#wolverhampton-wanderers>,"Wolverhampton Wanderers"@en
<http://bk.sport.owl#ross-barkley>,"Ross Barkley"@en
<http://bk.sport.owl#ross-barkley>,"ross barkley"@en
<http://bk.sport.owl#ross-barkley>,"Barkley"
<http://bk.sport.owl#new-york-city>,"New York City"@en
<http://bk.sport.owl#west-ham-united>,"West Ham United"@en
<http://bk.sport.owl#andrea-poli>,"Andrea Poli"@en
<http://bk.sport.owl#andrea-poli>,"andrea poli"@en
<http://bk.sport.owl#andrea-poli>,"Poli"
<http://bk.sport.owl#willem-janssen>,"willem janssen"@en
<http://bk.sport.owl#willem-janssen>,"Willem Janssen"@en
<http://bk.sport.owl#loftus-road-football-stadium>,"Loftus Road"@en
<http://bk.sport.owl#samir-handanovic>,"Samir Handanovic"@en
<http://bk.sport.owl#samir-handanovic>,"samir handanovic"@en
<http://bk.sport.owl#samir-handanovic>,"Handanovic"
<http://bk.sport.owl#phil-foden>,"Phil Foden"@en
<http://bk.sport.owl#phil-foden>,"phil foden"@en
<http://bk.sport.owl#federico-fazio>,"federico fazio"@en
<http://bk.sport.owl#federico-fazio>,"Federico Fazio"@en
<http://bk.sport.owl#federico-fazio>,"Fazio"
<http://bk.sport.owl#nacho-monreal>,"nacho monreal"@en
<http://bk.sport.owl#nacho-monreal>,"Nacho Monreal"@en
<http://bk.sport.owl#nacho-monreal>,"Monreal"
<http://bk.sport.owl#jacob-murphy>,"Jacob Murphy"@en
<http://bk.sport.owl#derik-osede>,"Derik Osede"@en
<http://bk.sport.owl#darron-gibson>,"Darron Gibson"@en
<http://bk.sport.owl#darron-gibson>,"Gibson"
<http://bk.sport.owl#newcastle-united>,"Newcastle United"@en
<http://bk.sport.owl#andre-schurrle>,"andre schurrle"@en
<http://bk.sport.owl#andre-schurrle>,"Andre Schurrle"@en
<http://bk.sport.owl#xavi-hernandez>,"Xavi Hernandez"@en
<http://bk.sport.owl#bayern-munich>,"Bayern Munich"@en
<http://bk.sport.owl#upton-park>,"Upton Park"@en
<http://bk.sport.owl#confederation-of-north-central-american-and-caribbean-association-football>,"""Confederation of North, Central American and Caribbean Association Football""@en"
<http://bk.sport.owl#uefa-champions-league>,"UEFA Champions League"@en
<http://bk.sport.owl#eric-dier>,"eric dier"@en
<http://bk.sport.owl#eric-dier>,"Eric Dier"@en
<http://bk.sport.owl#eric-dier>,"Dier"
<http://bk.sport.owl#qatar-sc-fc>,"Qatar SC"@en
<http://bk.sport.owl#keisuke-honda>,"Keisuke Honda"@en
<http://bk.sport.owl#keisuke-honda>,"Honda"
<http://bk.sport.owl#harry-arter>,"Harry Arter"@en
<http://bk.sport.owl#harry-arter>,"harry arter"@en
<http://bk.sport.owl#harry-arter>,"Arter"
<http://bk.sport.owl#roque-mesa>,"Roque Mesa"@en
<http://bk.sport.owl#roque-mesa>,"roque mesa"@en
<http://bk.sport.owl#roque-mesa>,"Mesa"
<http://bk.sport.owl#rangers-fc>,"Rangers FC"@en
<http://bk.sport.owl#roman-burki>,"roman burki"@en
<http://bk.sport.owl#karl-henry>,"Karl Henry"@en
<http://bk.sport.owl#bradford-city-fc>,"Bradford City"@en
<http://bk.sport.owl#jon-walters>,"Jon Walters"@en
<http://bk.sport.owl#anthony-forde>,"Anthony Forde"@en
<http://bk.sport.owl#maxime-gonalons>,"Maxime Gonalons"@en
<http://bk.sport.owl#maxime-gonalons>,"maxime gonalons"@en
<http://bk.sport.owl#maxime-gonalons>,"Gonalons"
